EmployeeID,Username,FirstName,LastName,Email,HireDate,Age,Gender,Phone,Site,Role,Department,ShiftID,ShiftDate,HoursWorked,OreExtracted,OreType,Incident,SafetyScore
56,david_rodriguez_543,David,Rodriguez,david_rodriguez_543@miningco.com,2021-01-04,36.0,F,(584)312-9527,Mine D,Supervisor,Safety,329.0,2022-04-07,4.0,0.0,,Minor Injury,22.0
57,paul_anderson_565,Paul,Anderson,paul_anderson_565@miningco.com,2021-04-11,57.0,Other,(625)960-8470,Mine A,Technician,Maintenance,330.0,2021-10-06,6.0,968.46,Iron,Equipment Failure,33.0
57,paul_anderson_565,Paul,Andersontypo,paul_anderson_565@miningco.com,2021-04-11,57.0,Other,(625)960-8470,Mine A,Technician,Maintenance,331.0,2021-12-01,7.0,249.69,Gold,Minor Injury,56.0
57,paul_anderson_565,Paul,Anderson,paul_anderson_565@miningco.com,2021-04-11,57.0,Other,(625)960-8470,Mine A,Technician,Maintenance,332.0,2022-09-27,4.0,829.57,Iron,Major Accident,92.0
58,mia_garcia_90,,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,333.0,2019-06-30,10.0,0.0,,None,57.0
58,,Mia,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,334.0,2017-04-29,10.0,488.2,Gold,Major Accident,49.0
58,mia_garcia_90,Mia,Garcia,mia_garcia_90@miningco.com,,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,335.0,2019-08-19,12.0,776.9,Coal,Minor Injury,69.0
58,mia_garcia_90,Mia!,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,336.0,2017-10-21,6.0,41.53,Copper,None,41.0
58,mia_garcia_90,Mia,Garcia,mia_garcia_90@miningco.com,,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,337.0,2019-01-04,5.0,555.5,Diamond,Environmental,80.0
58,mia_garcia_90,Mia,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,338.0,2017-11-30,11.0,-173.97,Copper,Major Accident,14.0
58,mia_garcia_90,Miax,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,339.0,2018-06-23,4.0,540.15,Copper,Minor Injury,76.0
58,mia_garcia_90,Mia,Garcia,mia_garcia_90@miningco.com,2017-10-12,-53.0,M,(521)138-9970,Mine A,Technician,Maintenance,340.0,2018-01-01,9.0,675.12,Copper,Minor Injury,75.0
58,mia_garcia_90,Mia,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,341.0,2018-03-30,6.0,403.45,Diamond,Minor Injury,89.0
58,mia_garcia_90,Mia,Garcia,mia_garcia_90@miningco.com,2017-10-12,53.0,M,(521)138-9970,Mine A,Technician,Maintenance,342.0,2018-09-04,4.0,154.8,Iron,Equipment Failure,53.0
59,,Jack,Thompson,jack_thompson_285@miningco.com,2023-02-08,51.0,Other,(544)936-8507,Mine B,Engineer,Exploration,343.0,2024-06-11,9.0,20.96,Diamond,Minor Injury,33.0
59,jack_thompson_285,Jack,Thompsontypo,jack_thompson_285@miningco.com,2023-02-08,51.0,Other,(544)936-8507,Mine B,Engineer,Exploration,344.0,2023-03-11,5.0,539.7,Copper,Equipment Failure,80.0
59,jack_thompson_285,Jack,Thompson,jack_thompson_285@miningco.com,2023-02-08,51.0,Other,(544)936-8507,Mine B,Engineer,Exploration,345.0,2024-10-04,9.0,270.18,Gold,Major Accident,48.0
59,jack_thompson_285,Jack123,Thompson,jack_thompson_285@miningco.com,2023-02-08,51.0,Other,(544)936-8507,Mine B,Engineer,Exploration,346.0,2024-08-11,6.0,797.66,Gold,Major Accident,100.0
59,,Jack,Thompson,jack_thompson_285@miningco.com,2023-02-08,,Other,(544)936-8507,Mine B,Engineer,Exploration,347.0,2023-08-30,7.0,669.42,Copper,Environmental,12.0
59,jack_thompson_285,,Thompson,jack_thompson_285@miningco.com,2023-02-08,51.0,Other,(544)936-8507,Mine B,Engineer,Exploration,348.0,2024-06-02,7.0,716.92,Iron,Environmental,90.0
60,alice_robinson_859,Alice,Robinson,alice_robinson_859@miningco.com,2019-01-04,36.0,M,(822)720-3270,Mine A,Technician,Safety,349.0,2020-11-11,6.0,0.0,,Equipment Failure,69.0
60,,,Robinson,alice_robinson_859@miningco.com,2019-01-04,36.0,M,(822)720-3270,Mine A,Technician,Safety,350.0,2019-04-29,8.0,10.24,Iron,Equipment Failure,57.0
60,alice_robinson_859,Alice,Robinson,alice_robinson_859@miningco.com,2019-01-04,36.0,M,(822)720-3270,Mine A,Technician,,351.0,2019-03-24,6.0,815.31,,Environmental,58.0
61,quinn_brown_325,Quinn,Browntypo,quinn_brown_325@miningco.com,2020-02-03,61.0,M,(648)641-2662,Mine C,Engineer,Exploration,352.0,2021-11-10,4.0,324.97,Gold,Minor Injury,100.0
62,,Noah,Doe,noah_doe_184@miningco.com,2019-07-26,36.0,Other,(670)484-7512,Mine D,Safety Officer,Operations,,,,,,,
63,leo_taylor_440,Leo,Taylor,leo_taylor_440@miningco.com,2019-12-22,36.0,F,(377)276-4266,Mine D,Engineer,Operations,353.0,2021-04-17,6.0,890.14,Copper,Equipment Failure,62.0
63,leo_taylor_440,Leo,Taylor,leo_taylor_440@miningco.com,2019-12-22,36.0,F,(377)276-4266,Mine D,Engineer,Operations,354.0,2021-06-25,11.0,87.35,Gold,Environmental,23.0
64,henry_wilson_140,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,Maintenance,355.0,,4.0,490.74,Iron,Major Accident,78.0
64,henry_wilson_140,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,,356.0,2019-02-20,5.0,857.89,Gold,Major Accident,71.0
64,henry_wilson_140,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,Maintenance,357.0,2019-02-22,8.0,168.46,Copper,None,68.0
64,henry_wilson_140,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,Maintenance,358.0,2018-12-16,8.0,264.59,Copper,Environmental,34.0
64,henry_wilson_140,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,Maintenance,359.0,2019-03-06,11.0,,Copper,Minor Injury,52.0
64,henry_wilson_140,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,Maintenance,360.0,2020-05-22,8.0,,Copper,Major Accident,45.0
64,,Henry,Wilson,henry_wilson_140@miningco.com,2018-09-25,60.0,M,(796)644-6327,Mine C,Technician,Maintenance,361.0,2020-03-01,11.0,948.54,Coal,Equipment Failure,53.0
65,quinn_brown_848,Quinn,Brown,quinn_brown_848@miningco.com,2021-10-20,56.0,F,(177)633-3067,Mine A,Safety Officer,Administration,,,,,,,
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,362.0,2017-06-17,9.0,32.38,Diamond,None,32.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,,35.0,M,(801)317-2398,Mine C,Miner,Exploration,363.0,2016-05-31,11.0,0.0,,Environmental,64.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,364.0,2017-03-12,10.0,583.45,Gold,Minor Injury,16.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,365.0,2016-07-26,9.0,127.67,Diamond,Environmental,10.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,,Mine C,Miner,Exploration,366.0,2016-11-24,5.0,0.0,,Major Accident,19.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,367.0,2017-07-22,6.0,546.55,Gold,Minor Injury,28.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,,35.0,M,(801)317-2398,Mine C,Miner,Exploration,368.0,,4.0,0.0,,Equipment Failure,91.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,369.0,2017-09-10,7.0,839.1,Coal,Major Accident,79.0
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,370.0,2016-07-26,6.0,914.62,Copper,None,
66,bob_garcia_377,Bob,Garcia,bob_garcia_377@miningco.com,2016-01-26,35.0,M,(801)317-2398,Mine C,Miner,Exploration,371.0,,10.0,851.66,Iron,Environmental,39.0
67,leo_thomas_850,Leo,Thomas,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,372.0,2015-07-20,4.0,919.36,Iron,Equipment Failure,18.0
67,leo_thomas_850,Leo,,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,,2016-01-14,9.0,69.15,,Environmental,29.0
67,leo_thomas_850,Leo,Thomas,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,374.0,2016-01-17,5.0,336.0,Copper,Equipment Failure,92.0
67,leo_thomas_850,Leo,Thomas,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,375.0,2017-01-20,8.0,158.68,Copper,Major Accident,72.0
67,leo_thomas_850,Leo,Thomas,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,376.0,2016-03-30,4.0,786.35,Diamond,Equipment Failure,46.0
67,leo_thomas_850,Leox,Thomas,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,377.0,2015-03-20,12.0,382.07,Diamond,Environmental,-10.0
67,leo_thomas_850,Leo,Thomas,leo_thomas_850@miningco.com,2015-01-22,34.0,F,(390)393-8776,Mine A,Miner,Maintenance,378.0,2015-03-17,4.0,804.67,Iron,Environmental,16.0
68,frank_anderson_104,Frank,Anderson,frank_anderson_104@miningco.com,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,379.0,2019-07-25,9.0,533.13,Diamond,None,1.0
68,frank_anderson_104,Frank,Anderson,,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,380.0,2019-01-21,5.0,516.86,Iron,Major Accident,21.0
68,frank_anderson_104,Frank,Anderson,frank_anderson_104@miningco.com,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,381.0,2019-11-06,4.0,0.0,,Equipment Failure,18.0
68,frank_anderson_104,Frank,Anderson,frank_anderson_104@miningco.com,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,382.0,2018-12-29,9.0,947.64,Gold,Equipment Failure,73.0
68,frank_anderson_104,Frank123,Anderson,frank_anderson_104@miningco.com,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,383.0,2020-07-21,8.0,790.29,Gold,Major Accident,100.0
68,frank_anderson_104,Frank,Anderson,frank_anderson_104@miningco.com,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,384.0,2020-05-21,11.0,608.22,Diamond,None,75.0
68,frank_anderson_104,Frank,Anderson,frank_anderson_104@miningco.com,2018-10-23,54.0,Other,(518)121-9619,Mine A,Engineer,Operations,385.0,2019-06-11,7.0,189.33,Coal,,18.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,,Other,(879)890-7651,Mine E,,Maintenance,386.0,2023-08-08,5.0,585.43,Diamond,Minor Injury,7.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,387.0,2024-05-08,5.0,373.0,Diamond,Major Accident,1.0
69,frank_wilson_484,Frankx,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,388.0,2024-01-22,11.0,943.19,Copper,Major Accident,72.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,389.0,2024-07-04,7.0,103.18,Coal,Equipment Failure,71.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,390.0,2024-07-24,,224.16,Gold,None,15.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,391.0,2024-10-11,5.0,833.69,Iron,Equipment Failure,46.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,392.0,2024-05-07,8.0,590.76,Coal,Environmental,84.0
69,frank_wilson_484,Frank,Wilson,frank_wilson_484@miningco.com,2023-01-26,26.0,Other,(879)890-7651,Mine E,Supervisor,Maintenance,393.0,2023-05-14,12.0,875.26,Diamond,Equipment Failure,59.0
70,noah_smith_649,Noah,Smith,noah_smith_649@miningco.com,2021-05-19,35.0,M,(249)940-8323,Mine A,Miner,Administration,,,,,,,
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,394.0,,7.0,,Copper,None,32.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,395.0,2015-10-23,10.0,381.9,Diamond,Environmental,39.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,396.0,2016-10-10,5.0,439.85,Gold,Minor Injury,6.0
71,ryan_taylor_410,Ryan,Taylor,,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,397.0,2015-12-30,11.0,983.66,Coal,Equipment Failure,58.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,398.0,2016-06-28,12.0,193.71,Copper,None,110.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,399.0,2015-10-13,,250.33,Diamond,Environmental,51.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,400.0,2016-05-10,5.0,416.63,Coal,Minor Injury,43.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,401.0,2016-02-20,5.0,923.74,Diamond,Major Accident,88.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,402.0,2017-04-20,4.0,476.59,Diamond,None,64.0
71,ryan_taylor_410,Ryan,Taylor,ryan_taylor_410@miningco.com,2015-07-12,63.0,Other,(266)523-6258,Mine E,Technician,Maintenance,403.0,2016-09-16,7.0,0.0,,,40.0
72,quinn_anderson_72,Quinn,Anderson,quinn_anderson_72@miningco.com,2022-10-01,44.0,F,(853)989-8146,Mine B,Engineer,Exploration,404.0,2023-07-18,7.0,819.92,Copper,Equipment Failure,88.0
73,bob_thompson_281,Bob,Thompson,bob_thompson_281@miningco.com,2016-02-17,41.0,,(874)242-6309,,Safety Officer,Operations,405.0,2017-08-19,6.0,184.05,Copper,Environmental,60.0
73,bob_thompson_281,Bob,Thompson,bob_thompson_281@miningco.com,2016-02-17,41.0,Other,(874)242-6309,Mine E,Safety Officer,Operations,406.0,2017-06-13,6.0,947.64,Coal,Environmental,95.0
74,henry_taylor_672,Henry,Taylor,henry_taylor_672@miningco.com,,43.0,M,(680)898-8218,Mine D,Safety Officer,,,,,,,,
75,quinn_wilson_348,Quinn,Wilsontypo,quinn_wilson_348@miningco.com,2017-03-21,28.0,M,(980)319-8243,Mine C,Miner,Safety,407.0,2018-11-15,10.0,,Gold,Major Accident,16.0
75,quinn_wilson_348,Quinn,Wilsontypo,quinn_wilson_348@miningco.com,2017-03-21,28.0,M,(980)319-8243,Mine C,Miner,Safety,408.0,2018-05-14,10.0,548.43,Copper,Environmental,86.0
76,alice_rodriguez_120,Alice,Rodriguez,invalid_email,2019-04-29,44.0,F,(963)270-3508,Mine A,Technician,Safety,409.0,2019-05-17,5.0,0.0,,Major Accident,92.0
76,alice_rodriguez_120,Alice,Rodriguez,alice_rodriguez_120@miningco.com,2019-04-29,44.0,F,(963)270-3508,Mine A,Technician,Safety,410.0,,4.0,748.48,Diamond,Minor Injury,75.0
77,john_brown_582,John,Brown,john_brown_582@miningco.com,2019-03-09,40.0,Other,(726)630-5901,Mine A,Technician,Safety,411.0,2020-12-31,11.0,,Diamond,Minor Injury,55.0
77,john_brown_582,John,Brown,john_brown_582@miningco.com,2019-03-09,40.0,Other,(726)630-5901,Mine A,Technician,Safety,412.0,2020-10-16,4.0,,Gold,Minor Injury,81.0
77,john_brown_582,John,Brown,john_brown_582@miningco.com,2019-03-09,40.0,Other,(726)630-5901,Mine A,Technician,Safety,413.0,2020-07-20,5.0,671.13,,Major Accident,22.0
77,john_brown_582,John,Brown,john_brown_582@miningco.com,2019-03-09,40.0,Other,(726)630-5901,Mine A,Technician,Safety,414.0,2019-10-05,12.0,0.0,,Major Accident,87.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,415.0,,4.0,491.04,Copper,None,22.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,416.0,2019-02-19,4.0,371.7,Diamond,Equipment Failure,89.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,417.0,2019-10-11,9.0,136.72,Diamond,Equipment Failure,17.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,418.0,2019-08-13,9.0,,Diamond,Major Accident,18.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,419.0,2020-04-15,9.0,0.0,,Environmental,47.0
78,jane_johnson_252,Jane123,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,420.0,2018-12-09,5.0,0.0,,Environmental,36.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,421.0,2019-05-05,8.0,902.52,Copper,Equipment Failure,95.0
78,jane_johnson_252,Jane,Johnson,jane_johnson_252@miningco.com,2018-08-19,43.0,F,(578)164-4831,Mine A,Technician,Operations,422.0,2020-08-06,11.0,721.34,Coal,Major Accident,83.0
79,jack_garcia_25,Jack,Garcia,jack_garcia_25@miningco.com,2015-10-05,28.0,F,(487)473-5622,Mine E,Engineer,Exploration,423.0,2016-08-24,11.0,,,,89.0
80,jane_martin_507,Jane,Martin,jane_martin_507@miningco.com,2016-12-16,28.0,F,(498)710-3923,Mine B,Supervisor,Exploration,424.0,2017-03-12,10.0,569.04,Gold,Major Accident,65.0
81,,Grace,Smith,grace_smith_335@miningco.com,2020-04-05,,,(411)217-3002,Mine B,Engineer,Operations,425.0,2020-04-14,6.0,377.75,Gold,Equipment Failure,26.0
81,grace_smith_335,Grace123,Smith,grace_smith_335@miningco.com,2020-04-05,34.0,M,(411)217-3002,Mine B,Engineer,Operations,426.0,2021-05-18,10.0,0.0,,Environmental,60.0
81,grace_smith_335,Grace,Smith,grace_smith_335@miningco.com,2020-04-05,34.0,M,(411)217-3002,Mine B,Engineer,Operations,427.0,2020-07-13,11.0,0.0,,Major Accident,90.0
81,grace_smith_335,Grace,Smith,grace_smith_335@miningco.com,2020-04-05,34.0,M,(411)217-3002,Mine B,Engineer,Operations,428.0,2020-08-24,5.0,399.19,Iron,Equipment Failure,87.0
81,grace_smith_335,Grace,Smith,grace_smith_335@miningco.com,2020-04-05,34.0,M,(411)217-3002,Mine B,Engineer,Operations,429.0,2021-06-25,6.0,-203.04,Gold,Equipment Failure,39.0
81,grace_smith_335,Grace123,Smith,grace_smith_335@miningco.com,2020-04-05,34.0,M,(411)217-3002,Mine B,Engineer,Operations,430.0,2021-08-05,10.0,544.17,Iron,Equipment Failure,73.0
81,grace_smith_335,Grace123,Smith,grace_smith_335@miningco.com,2020-04-05,,M,(411)217-3002,Mine B,Engineer,Operations,431.0,2020-06-10,10.0,0.0,,Equipment Failure,89.0
82,alice_brown_293,Alice,Brown,alice_brown_293@miningco.com,2017-06-30,47.0,M,(776)179-1716,Mine B,Safety Officer,Exploration,432.0,2018-09-04,12.0,249.43,Coal,Environmental,58.0
82,alice_brown_293,Alice,Brown,alice_brown_293@miningco.com,2017-06-30,47.0,M,(776)179-1716,Mine B,Safety Officer,Exploration,433.0,2019-05-23,10.0,810.88,Gold,Environmental,37.0
82,alice_brown_293,Alice,Brown,alice_brown_293@miningco.com,2017-06-30,47.0,M,(776)179-1716,Mine B,Safety Officer,Exploration,434.0,2019-05-27,4.0,641.6,Coal,Environmental,96.0
82,alice_brown_293,Alice,Brown,alice_brown_293miningco.com,2017-06-30,47.0,M,(776)179-1716,Mine B,Safety Officer,Exploration,435.0,2017-12-05,8.0,0.0,,Equipment Failure,82.0
82,alice_brown_293,Alice,Brown,alice_brown_293@miningco.com,2017-06-30,47.0,M,(776)179-1716,Mine B,Safety Officer,Exploration,436.0,2018-10-22,8.0,0.0,,Environmental,18.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,437.0,2021-05-09,5.0,690.71,Gold,None,31.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,438.0,2022-01-22,4.0,615.82,Coal,Environmental,61.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,,439.0,2022-10-12,-5.0,878.18,Gold,Minor Injury,18.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,440.0,2021-02-04,5.0,0.0,,Equipment Failure,98.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,441.0,2023-01-03,5.0,48.48,Gold,Major Accident,4.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,442.0,2021-09-23,4.0,10.93,Coal,None,89.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,443.0,2022-02-05,6.0,230.6,Gold,Major Accident,10.0
83,jack_davis_637,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,,444.0,2022-12-22,12.0,360.39,Iron,None,31.0
83,jack_davis_637,Jack,Davis,jack_davis_637miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,445.0,2021-06-19,10.0,614.97,Diamond,Equipment Failure,
83,,Jack,Davis,jack_davis_637@miningco.com,2021-01-23,37.0,Other,(215)949-3481,Mine A,Safety Officer,Operations,446.0,2022-02-22,4.0,0.0,,Minor Injury,98.0
84,mia_smith_813,Mia,Smith,mia_smith_813miningco.com,2023-06-09,32.0,M,(405)208-8875,Mine A,Safety Officer,Safety,447.0,2024-06-15,9.0,0.0,,Environmental,4.0
84,,Mia123,Smith,mia_smith_813@miningco.com,2023-06-09,32.0,M,(405)208-8875,Mine A,Safety Officer,Safety,448.0,2024-11-18,11.0,227.39,Diamond,Environmental,
84,mia_smith_813,Mia,Smith,mia_smith_813@miningco.com,2023-06-09,32.0,,(405)208-8875,Mine A,Safety Officer,Safety,449.0,2023-11-24,4.0,667.75,Iron,Environmental,24.0
84,mia_smith_813,Mia,Smith,mia_smith_813@miningco.com,2023-06-09,32.0,M,(405)208-8875,Mine A,Safety Officer,Safety,450.0,2023-05-22,8.0,271.4,Iron,Environmental,37.0
84,mia_smith_813,Mia,Smith,mia_smith_813@miningco.com,2023-06-09,32.0,M,(405)208-8875,Mine A,Safety Officer,Safety,451.0,2023-10-09,5.0,581.81,Coal,Environmental,25.0
85,bob_white_216,Bob,White,bob_white_216@miningco.com,2020-06-12,49.0,F,(313)366-6149,Mine D,Engineer,Safety,452.0,2021-09-12,9.0,347.89,Iron,Major Accident,46.0
85,bob_white_216,,White,bob_white_216@miningco.com,2020-06-12,49.0,F,(313)366-6149,Mine D,Engineer,Safety,453.0,2021-01-22,11.0,,Diamond,Major Accident,27.0
85,bob_white_216,Bob,White,bob_white_216@miningco.com,2020-06-12,49.0,F,(313)366-6149,Mine D,Engineer,Safety,454.0,2020-11-30,11.0,261.5,Diamond,Environmental,78.0
85,bob_white_216,Bob,White,bob_white_216@miningco.com,2020-06-12,49.0,F,(313)366-6149,Mine D,Engineer,Safety,455.0,2022-03-21,8.0,833.9,Copper,Minor Injury,44.0
86,charlie_taylor_462,Charlie,Taylor,invalid_email,2018-04-04,46.0,Other,(741)121-2066,Mine D,Technician,Administration,456.0,2018-04-20,6.0,0.0,,Major Accident,16.0
86,charlie_taylor_462,Charlie,Taylor,charlie_taylor_462@miningco.com,2018-04-04,46.0,Other,(741)121-2066,Mine D,Technician,Administration,457.0,2019-05-04,8.0,265.18,Diamond,Minor Injury,92.0
86,charlie_taylor_462,Charlie,Taylor,charlie_taylor_462@miningco.com,2018-04-04,46.0,Other,(741)121-2066,Mine D,Technician,Administration,458.0,2019-08-31,12.0,670.44,Diamond,Minor Injury,
87,paul_harris_458,Paul,Harris,paul_harris_458@miningco.com,2023-11-24,50.0,M,(353)669-8597,Mine D,Miner,,459.0,2025-08-18,4.0,,Coal,None,87.0
88,frank_thompson_394,Frank,Thompson,frank_thompson_394@miningco.com,2015-07-29,32.0,F,(960)349-6804,Mine E,Supervisor,Maintenance,460.0,2016-06-07,5.0,0.0,,Major Accident,8.0
88,frank_thompson_394,Frank,Thompson,frank_thompson_394@miningco.com,2015-07-29,32.0,F,(960)349-6804,Mine E,Supervisor,Maintenance,,2015-08-20,6.0,0.34,Copper,Minor Injury,86.0
88,frank_thompson_394,Frank,Thompson,frank_thompson_394miningco.com,2015-07-29,32.0,F,(960)349-6804,Mine E,Supervisor,Maintenance,462.0,2014-09-03,9.0,891.75,Copper,Equipment Failure,1.0
